,Pokemon Id,Pokedex Number,Name,Classification,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
53,895,56,Mankey,"""Pig Monkey Pokemon""",0.5,28.0,"""Fighting""",,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",50.0,50.0,70,"""Red""","""Kanto""",40,80,35,35,45,70,305,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,61,"""Field""",,20,,,56,Fighting,,305,40,80,35,35,45,70,1,False
54,924,57,Primeape,"""Pig Monkey Pokemon""",1.0,32.0,"""Fighting""",,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",50.0,50.0,70,"""Red""","""Kanto""",65,105,60,60,70,95,455,0,2,0,0,0,0,2,75,"""Medium Fast""",1000000,159,"""Field""",,20,895.0,"""Level 28""",57,Fighting,,455,65,105,60,60,70,95,1,False
55,949,58,Growlithe,"""Puppy Pokemon""",0.7,19.0,"""Fire""",,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",75.0,25.0,70,"""Red""","""Kanto""",55,70,45,70,50,60,350,0,1,0,0,0,0,1,190,"""Slow""",1250000,70,"""Field""",,20,,,58,Fire,,350,55,70,45,70,50,60,1,False
56,960,59,Arcanine,"""Legendary Pokemon""",1.9,155.0,"""Fire""",,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",75.0,25.0,70,"""Red""","""Kanto""",90,110,80,100,80,95,555,0,2,0,0,0,0,2,75,"""Slow""",1250000,194,"""Field""",,20,949.0,"""Fire Stone""",59,Fire,,555,90,110,80,100,80,95,1,False
57,971,60,Poliwag,"""Tadpole Pokemon""",0.6,12.4,"""Water""",,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",50.0,50.0,70,"""Red""","""Kanto""",40,50,40,40,40,90,300,0,0,0,0,0,1,1,255,"""Medium Slow""",1059860,60,"""Water 1""",,20,,,60,Water,,300,40,50,40,40,40,90,1,False
58,982,61,Poliwhirl,"""Tadpole Pokemon""",1.0,20.0,"""Water""",,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",50.0,50.0,70,"""Red""","""Kanto""",65,65,65,50,50,90,385,0,0,0,0,0,2,2,120,"""Medium Slow""",1059860,135,"""Water 1""",,20,971.0,"""Level 25""",61,Water,,385,65,65,65,50,50,90,1,False
59,993,62,Poliwrath,"""Tadpole Pokemon""",1.3,54.0,"""Water""","""Fighting""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",50.0,50.0,70,"""Red""","""Kanto""",90,95,95,70,90,70,510,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,230,"""Water 1""",,20,982.0,"""Water Stone""",62,Water,Fighting,510,90,95,95,70,90,70,1,False
60,1004,63,Abra,"""Psi Pokemon""",0.9,19.5,"""Psychic""",,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",75.0,25.0,70,"""Red""","""Kanto""",25,20,15,105,55,90,310,0,0,0,1,0,0,1,200,"""Medium Slow""",1059860,62,"""Human-Like""",,20,,,63,Psychic,,310,25,20,15,105,55,90,1,False
61,1015,64,Kadabra,"""Psi Pokemon""",1.3,56.5,"""Psychic""",,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",75.0,25.0,70,"""Red""","""Kanto""",40,35,30,120,70,105,400,0,0,0,2,0,0,2,100,"""Medium Slow""",1059860,140,"""Human-Like""",,20,1004.0,"""Level 16""",64,Psychic,,400,40,35,30,120,70,105,1,False
62,1026,65,Alakazam,"""Psi Pokemon""",1.5,48.0,"""Psychic""",,"""Synchronize""","""The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Magic Guard""","""The Pokémon only takes damage from attacks.""",75.0,25.0,70,"""Red""","""Kanto""",55,50,45,135,95,120,500,0,0,0,3,0,0,3,50,"""Medium Slow""",1059860,225,"""Human-Like""",,20,1015.0,,65,Psychic,,500,55,50,45,135,95,120,1,False
63,1076,66,Machop,"""Superpower Pokemon""",0.8,19.5,"""Fighting""",,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",75.0,25.0,70,"""Red""","""Kanto""",70,80,50,35,35,35,305,0,1,0,0,0,0,1,180,"""Medium Slow""",1059860,61,"""Human-Like""",,20,,,66,Fighting,,305,70,80,50,35,35,35,1,False
64,1087,67,Machoke,"""Superpower Pokemon""",1.5,70.5,"""Fighting""",,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",75.0,25.0,70,"""Red""","""Kanto""",80,100,70,50,60,45,405,0,2,0,0,0,0,2,90,"""Medium Slow""",1059860,142,"""Human-Like""",,20,1076.0,"""Level 28""",67,Fighting,,405,80,100,70,50,60,45,1,False
65,1097,68,Machamp,"""Superpower Pokemon""",1.6,130.0,"""Fighting""",,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""No Guard""","""The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",75.0,25.0,70,"""Red""","""Kanto""",90,130,80,65,85,55,505,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,227,"""Human-Like""",,20,1087.0,,68,Fighting,,505,90,130,80,65,85,55,1,False
66,1109,69,Bellsprout,"""Flower Pokemon""",0.7,4.0,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,,,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50.0,50.0,70,"""Red""","""Kanto""",50,75,35,70,30,40,300,0,1,0,0,0,0,1,255,"""Medium Slow""",1059860,60,"""Grass""",,20,,,69,Grass,Poison,300,50,75,35,70,30,40,1,False
67,1128,70,Weepinbell,"""Flycatcher Pokemon""",1.0,6.4,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,,,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50.0,50.0,70,"""Red""","""Kanto""",65,90,50,85,45,55,390,0,2,0,0,0,0,2,120,"""Medium Slow""",1059860,137,"""Grass""",,20,1109.0,"""Level 21""",70,Grass,Poison,390,65,90,50,85,45,55,1,False
68,1139,71,Victreebel,"""Flycatcher Pokemon""",1.7,15.5,"""Grass""","""Poison""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. """,,,"""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50.0,50.0,70,"""Red""","""Kanto""",80,105,65,100,70,70,490,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,221,"""Grass""",,20,1128.0,"""Leaf Stone""",71,Grass,Poison,490,80,105,65,100,70,70,1,False
69,1150,72,Tentacool,"""Jellyfish Pokemon""",0.9,45.5,"""Water""","""Poison""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""","""Liquid Ooze""","""The oozed liquid has a strong stench, which damages attackers using any draining move.""","""Rain Dish""","""The Pokémon gradually regains HP in rain. """,50.0,50.0,70,"""Red""","""Kanto""",40,40,35,50,100,70,335,0,0,0,0,1,0,1,190,"""Slow""",1250000,67,"""Water 3""",,20,,,72,Water,Poison,335,40,40,35,50,100,70,1,False
70,1254,73,Tentacruel,"""Jellyfish Pokemon""",1.6,55.0,"""Water""","""Poison""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""","""Liquid Ooze""","""The oozed liquid has a strong stench, which damages attackers using any draining move.""","""Rain Dish""","""The Pokémon gradually regains HP in rain. """,50.0,50.0,70,"""Red""","""Kanto""",80,70,65,80,120,100,515,0,0,0,0,2,0,2,60,"""Slow""",1250000,180,"""Water 3""",,20,1150.0,"""Level 30""",73,Water,Poison,515,80,70,65,80,120,100,1,False
71,1265,74,Geodude,"""Rock Pokemon""",0.4,20.0,"""Rock""","""Ground""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,70,"""Red""","""Kanto""",40,80,100,30,30,20,300,0,0,1,0,0,0,1,255,"""Medium Slow""",1059860,60,"""Mineral""",,15,,,74,Rock,Ground,300,40,80,100,30,30,20,1,False
72,1276,75,Graveler,"""Rock Pokemon""",1.0,105.0,"""Rock""","""Ground""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,70,"""Red""","""Kanto""",55,95,115,45,45,35,390,0,0,2,0,0,0,2,120,"""Medium Slow""",1059860,137,"""Mineral""",,15,1265.0,"""Level 25""",75,Rock,Ground,390,55,95,115,45,45,35,1,False
73,1287,76,Golem,"""Megaton Pokemon""",1.4,300.0,"""Rock""","""Ground""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,70,"""Red""","""Kanto""",80,120,130,55,65,45,495,0,0,3,0,0,0,3,45,"""Medium Slow""",1059860,223,"""Mineral""",,15,1276.0,,76,Rock,Ground,495,80,120,130,55,65,45,1,False
74,1297,77,Ponyta,"""Fire Horse Pokemon""",1.0,30.0,"""Fire""",,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",50.0,50.0,70,"""Red""","""Kanto""",50,85,55,65,65,90,410,0,0,0,0,0,1,1,190,"""Medium Fast""",1000000,82,"""Field""",,20,,,77,Fire,,410,50,85,55,65,65,90,1,False
75,1308,78,Rapidash,"""Fire Horse Pokemon""",1.7,95.0,"""Fire""",,"""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""",50.0,50.0,70,"""Red""","""Kanto""",65,100,70,80,80,105,500,0,0,0,0,0,2,2,60,"""Medium Fast""",1000000,175,"""Field""",,20,1297.0,"""Level 40""",78,Fire,,500,65,100,70,80,80,105,1,False
76,1319,79,Slowpoke,"""Dopey Pokemon""",1.2,36.0,"""Water""","""Psychic""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50.0,50.0,70,"""Red""","""Kanto""",90,65,65,40,40,15,315,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,63,"""Monster""","""Water 1""",20,,,79,Water,Psychic,315,90,65,65,40,40,15,1,False
77,1330,80,Slowbro,"""Hermit Crab Pokemon""",1.6,78.5,"""Water""","""Psychic""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",50.0,50.0,70,"""Red""","""Kanto""",95,75,110,100,80,30,490,0,0,2,0,0,0,2,75,"""Medium Fast""",1000000,172,"""Monster""","""Water 1""",20,1319.0,"""Level 37""",80,Water,Psychic,490,95,75,110,100,80,30,1,False
78,46,81,Magnemite,"""Magnet Pokemon""",0.3,6.0,"""Electric""","""Steel""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",0.0,0.0,70,"""Red""","""Kanto""",25,35,70,95,55,45,325,0,0,0,1,0,0,1,190,"""Medium Fast""",1000000,65,"""Mineral""",,20,,,81,Electric,Steel,325,25,35,70,95,55,45,1,False
79,1341,82,Magneton,"""Magnet Pokemon""",1.0,60.0,"""Electric""","""Steel""","""Magnet Pull""","""Prevents Steel-type Pokémon from escaping using its magnetic force.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",0.0,0.0,70,"""Red""","""Kanto""",50,60,95,120,70,70,465,0,0,0,2,0,0,2,60,"""Medium Fast""",1000000,163,"""Mineral""",,20,46.0,"""Level 30""",82,Electric,Steel,465,50,60,95,120,70,70,1,False
80,1342,83,Farfetch'd,"""Wild Duck Pokemon""",0.8,15.0,"""Normal""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Defiant""","""Boosts the Pokémon's Attack stat sharply when its stats are lowered.""",50.0,50.0,70,"""Red""","""Kanto""",52,90,55,58,62,60,377,0,1,0,0,0,0,1,45,"""Medium Fast""",1000000,132,"""Flying""","""Field""",20,,,83,Normal,Flying,352,52,65,55,58,62,60,1,False
81,1343,84,Doduo,"""Twin Bird Pokemon""",1.4,39.2,"""Normal""","""Flying""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""",50.0,50.0,70,"""Red""","""Kanto""",35,85,45,35,35,75,310,0,1,0,0,0,0,1,190,"""Medium Fast""",1000000,62,"""Flying""",,20,,,84,Normal,Flying,310,35,85,45,35,35,75,1,False
82,1344,85,Dodrio,"""Triple Bird Pokemon""",1.8,85.2,"""Normal""","""Flying""","""Run Away""","""Enables a sure getaway from wild Pokémon.""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""",50.0,50.0,70,"""Red""","""Kanto""",60,110,70,60,60,110,470,0,2,0,0,0,0,2,45,"""Medium Fast""",1000000,165,"""Flying""",,20,1343.0,"""Level 31""",85,Normal,Flying,460,60,110,70,60,60,100,1,False
83,1345,86,Seel,"""Sea Lion Pokemon""",1.1,90.0,"""Water""",,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Hydration""","""Heals status conditions if it's raining.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",50.0,50.0,70,"""Red""","""Kanto""",65,45,55,45,70,45,325,0,0,0,0,1,0,1,190,"""Medium Fast""",1000000,65,"""Water 1""","""Field""",20,,,86,Water,,325,65,45,55,45,70,45,1,False
84,1346,87,Dewgong,"""Sea Lion Pokemon""",1.7,120.0,"""Water""","""Ice""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Hydration""","""Heals status conditions if it's raining.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",50.0,50.0,70,"""Red""","""Kanto""",90,70,80,70,95,70,475,0,0,0,0,2,0,2,75,"""Medium Fast""",1000000,166,"""Water 1""","""Field""",20,1345.0,"""Level 34""",87,Water,Ice,475,90,70,80,70,95,70,1,False
85,1347,88,Grimer,"""Sludge Pokemon""",0.9,30.0,"""Poison""",,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",50.0,50.0,70,"""Red""","""Kanto""",80,80,50,40,50,25,325,1,0,0,0,0,0,1,190,"""Medium Fast""",1000000,65,"""Amorphous""",,20,,,88,Poison,,325,80,80,50,40,50,25,1,False
86,1348,89,Muk,"""Sludge Pokemon""",1.2,30.0,"""Poison""",,"""Stench""","""By releasing stench when attacking, this Pokémon may cause the target to flinch.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Poison Touch""","""May poison a target when the Pokémon makes contact.""",50.0,50.0,70,"""Red""","""Kanto""",105,105,75,65,100,50,500,1,1,0,0,0,0,2,75,"""Medium Fast""",1000000,175,"""Amorphous""",,20,1347.0,"""Level 38""",89,Poison,,500,105,105,75,65,100,50,1,False
87,1349,90,Shellder,"""Bivalve Pokemon""",0.3,4.0,"""Water""",,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50.0,50.0,70,"""Red""","""Kanto""",30,65,100,45,25,40,305,0,0,1,0,0,0,1,190,"""Slow""",1250000,61,"""Water 3""",,20,,,90,Water,,305,30,65,100,45,25,40,1,False
88,1350,91,Cloyster,"""Bivalve Pokemon""",1.5,132.5,"""Water""",,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Skill Link""","""Maximizes the number of times multistrike moves hit.""","""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50.0,50.0,70,"""Red""","""Kanto""",50,95,180,85,45,70,525,0,0,2,0,0,0,2,60,"""Slow""",1250000,184,"""Water 3""",,20,1349.0,"""Water Stone""",91,Water,Ice,525,50,95,180,85,45,70,1,False
89,1351,92,Gastly,"""Gas Pokemon""",1.3,0.1,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,70,"""Red""","""Kanto""",30,35,30,100,35,80,310,0,0,0,1,0,0,1,190,"""Medium Slow""",1059860,62,"""Amorphous""",,20,,,92,Ghost,Poison,310,30,35,30,100,35,80,1,False
90,1352,93,Haunter,"""Gas Pokemon""",1.6,0.1,"""Ghost""","""Poison""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",,,,,50.0,50.0,70,"""Red""","""Kanto""",45,50,45,115,55,95,405,0,0,0,2,0,0,2,90,"""Medium Slow""",1059860,142,"""Amorphous""",,20,1351.0,"""Level 25""",93,Ghost,Poison,405,45,50,45,115,55,95,1,False
91,1353,94,Gengar,"""Shadow Pokemon""",1.5,40.5,"""Ghost""","""Poison""","""Cursed Body""","""May disable a move used on the Pokémon.""",,,,,50.0,50.0,70,"""Red""","""Kanto""",60,65,60,130,75,110,500,0,0,0,3,0,0,3,45,"""Medium Slow""",1059860,225,"""Amorphous""",,20,1352.0,,94,Ghost,Poison,500,60,65,60,130,75,110,1,False
92,1354,95,Onix,"""Rock Snake Pokemon""",8.8,210.0,"""Rock""","""Ground""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50.0,50.0,70,"""Red""","""Kanto""",35,45,160,30,45,70,385,0,0,1,0,0,0,1,45,"""Medium Fast""",1000000,77,"""Mineral""",,25,,,95,Rock,Ground,385,35,45,160,30,45,70,1,False
